sale_id,date,customer_id,name,city,product_name,category,quantity,total_amount,payment_method
SALE-004143,2026-02-18 23:42:44,CUS-008375,Marc Reig Conde,Trujillo,Tecnología Item 748,Tecnología,1,2080.36,Débito
SALE-004144,2026-01-31 15:36:14,CUS-004288,Montserrat Melania Guardiola Batalla,Piura,Calzado Item 927,Calzado,1,500.91,Tarjeta CMR
SALE-004145,2026-04-26 23:07:05,CUS-006744,Amando de Milla,Trujillo,Calzado Item 556,Calzado,1,228.8,App Fpay
SALE-004146,2026-04-04 18:10:11,CUS-003358,Juan Antonio Prat Riera,Trujillo,Hogar Item 165,Hogar,4,3322.75,Efectivo
SALE-004147,2026-03-24 13:16:02,CUS-006614,Anna Roldán Carbonell,Piura,Moda Item 504,Moda,2,77.92,Efectivo
SALE-004148,2026-04-12 23:05:05,CUS-004923,Eusebia de Luna,Piura,Tecnología Item 986,Tecnología,1,6715.69,Tarjeta CMR
SALE-004149,2026-04-19 06:00:03,CUS-008281,Marco Anaya,Lima,Moda Item 32,Moda,2,409.92,Débito
SALE-004150,2026-02-11 09:27:00,CUS-000644,Gabriel Jordán Bonet Andreu,Cusco,Moda Item 391,Moda,1,291.6,Tarjeta CMR
SALE-004151,2026-03-12 17:23:06,CUS-009886,Pancho Herranz-Torrecilla,Piura,Moda Item 522,Moda,2,307.82,App Fpay
SALE-004152,2026-03-14 22:45:18,CUS-008362,Baudelio Torrent Falcó,Cusco,Moda Item 577,Moda,1,288.98,Efectivo
SALE-004153,2026-05-11 10:47:51,CUS-001050,Áurea Clemente,Lima,Electrohogar Item 434,Electrohogar,2,1692.76,Débito
SALE-004154,2026-01-19 08:26:40,CUS-001572,Primitivo Galindo Sureda,Cusco,Tecnología Item 695,Tecnología,1,1456.48,Débito
SALE-004155,2026-02-03 16:56:28,CUS-009553,Ángeles Diéguez Alcántara,Cusco,Tecnología Item 620,Tecnología,2,3074.36,Débito
SALE-004156,2026-03-16 06:33:40,CUS-002014,Elvira Luque Oliveras,Piura,Calzado Item 63,Calzado,1,500.16,Débito
SALE-004157,2026-03-20 12:19:23,CUS-006632,Ángela Murcia-Riba,Lima,Tecnología Item 986,Tecnología,1,6715.69,App Fpay
SALE-004158,2026-02-06 13:38:50,CUS-007817,Onofre Clavero-Garcia,Trujillo,Electrohogar Item 145,Electrohogar,1,3131.47,App Fpay
SALE-004159,2026-03-10 09:28:22,CUS-000891,Sergio Huguet Arcos,Trujillo,Electrohogar Item 377,Electrohogar,2,2941.22,Débito
SALE-004160,2026-03-07 18:42:02,CUS-009895,Mario Dalmau,Lima,Calzado Item 367,Calzado,2,814.44,Efectivo
SALE-004161,2026-03-16 07:41:19,CUS-000128,Julieta Campo Beltran,Cusco,Moda Item 358,Moda,3,472.05,Débito
SALE-004162,2026-02-08 10:40:45,CUS-006362,Ceferino Fajardo Barragán,Arequipa,Electrohogar Item 499,Electrohogar,2,3299.44,Tarjeta CMR
SALE-004163,2026-02-22 14:30:09,CUS-003166,Trinidad Otero-Molins,Piura,Tecnología Item 942,Tecnología,4,6780.68,App Fpay
SALE-004164,2026-03-18 04:57:39,CUS-006719,Magdalena Tamarit Casanova,Arequipa,Calzado Item 238,Calzado,2,366.68,App Fpay
SALE-004165,2026-02-24 19:01:56,CUS-006018,Cristian Antúnez Batlle,Piura,Tecnología Item 617,Tecnología,1,4175.1,Efectivo
SALE-004166,2026-04-30 20:09:35,CUS-007675,Curro Arévalo Duque,Arequipa,Calzado Item 164,Calzado,1,277.9,Débito
SALE-004167,2026-04-20 04:09:17,CUS-004082,Bibiana Valero Batalla,Piura,Hogar Item 135,Hogar,2,97.34,Débito
SALE-004168,2026-02-10 15:37:06,CUS-008292,Priscila Elba Delgado Amo,Cusco,Calzado Item 556,Calzado,2,457.6,Débito
SALE-004169,2026-05-07 19:21:57,CUS-006543,Candela Bayo Lorenzo,Trujillo,Hogar Item 163,Hogar,1,378.45,Débito
SALE-004170,2026-05-11 13:08:24,CUS-003541,Josefa Aguiló Gisbert,Cusco,Moda Item 219,Moda,1,133.84,Efectivo
SALE-004171,2026-04-11 13:02:55,CUS-002160,Eligio Company,Cusco,Calzado Item 917,Calzado,1,168.04,App Fpay
SALE-004172,2026-04-17 08:07:34,CUS-009862,Alba Mar Estrada Carranza,Cusco,Tecnología Item 454,Tecnología,2,10486.3,App Fpay
SALE-004173,2026-02-26 03:38:30,CUS-001175,Ofelia Robles Gálvez,Arequipa,Hogar Item 824,Hogar,1,337.64,Tarjeta CMR
SALE-004174,2026-02-27 17:52:53,CUS-001910,Eugenia Corominas Céspedes,Piura,Tecnología Item 554,Tecnología,1,4878.03,Débito
SALE-004175,2026-02-14 15:47:07,CUS-009504,Espiridión Millán Azorin,Lima,Moda Item 655,Moda,1,260.94,Tarjeta CMR
SALE-004176,2026-03-23 02:43:11,CUS-007968,Jose Manuel de Padilla,Lima,Calzado Item 437,Calzado,2,943.74,App Fpay
SALE-004177,2026-02-01 10:11:53,CUS-003943,Esther Chacón Alcalá,Lima,Moda Item 391,Moda,1,247.86,Tarjeta CMR
SALE-004178,2026-03-19 23:06:40,CUS-004825,Amado Pablo Anguita,Arequipa,Calzado Item 535,Calzado,2,870.34,Débito
SALE-004179,2026-02-25 17:04:02,CUS-000167,Jose Angel Paz Izaguirre,Arequipa,Hogar Item 926,Hogar,2,2211.62,Tarjeta CMR
SALE-004180,2026-03-27 10:23:32,CUS-007751,Prudencia Cobo González,Cusco,Moda Item 644,Moda,1,72.67,Tarjeta CMR
SALE-004181,2026-04-26 06:57:45,CUS-008489,Rico Goñi Vives,Trujillo,Tecnología Item 774,Tecnología,1,2486.52,Efectivo
SALE-004182,2026-02-22 17:21:55,CUS-008035,Mónica Sedano Carrillo,Lima,Calzado Item 637,Calzado,1,242.84,Efectivo
SALE-004183,2026-03-20 06:00:55,CUS-001079,Azeneth Carreño-Nebot,Arequipa,Hogar Item 729,Hogar,1,717.33,Débito
SALE-004184,2026-04-05 04:08:18,CUS-004634,Candela Bernal Acedo,Trujillo,Calzado Item 571,Calzado,1,216.57,Efectivo
SALE-004185,2026-01-25 04:58:12,CUS-009498,Cecilio Gallardo,Trujillo,Tecnología Item 503,Tecnología,1,2385.32,Efectivo
SALE-004186,2026-05-08 17:10:44,CUS-003450,Celso Canales Ayllón,Lima,Hogar Item 5,Hogar,2,1328.32,Efectivo
SALE-004187,2026-04-25 20:40:47,CUS-008139,José Luis Lopez-Galvez,Cusco,Calzado Item 85,Calzado,2,405.54,Efectivo
SALE-004188,2026-02-21 13:57:28,CUS-007121,Marcelino Sola Ferrán,Cusco,Moda Item 315,Moda,2,440.69,App Fpay
SALE-004189,2026-03-05 17:16:46,CUS-007199,José Luis Serna,Cusco,Electrohogar Item 190,Electrohogar,1,3173.63,Débito
SALE-004190,2026-04-13 03:41:03,CUS-008471,Feliciano Valle Rey,Cusco,Calzado Item 896,Calzado,2,963.0,Tarjeta CMR
SALE-004191,2026-04-03 15:11:07,CUS-006513,Mayte Correa-Palacios,Piura,Calzado Item 831,Calzado,1,353.16,Efectivo
SALE-004192,2026-04-19 08:51:13,CUS-002150,Bernardo Querol Requena,Arequipa,Hogar Item 619,Hogar,2,161.57,App Fpay
SALE-004193,2026-04-03 09:33:02,CUS-004771,Maximiano Estevez Ferrándiz,Cusco,Moda Item 203,Moda,1,104.21,App Fpay
SALE-004194,2026-01-24 10:12:12,CUS-002493,Gema Escrivá Oliva,Arequipa,Tecnología Item 82,Tecnología,1,1290.66,Efectivo
SALE-004195,2026-05-07 03:59:16,CUS-000505,Santiago Gargallo Verdú,Cusco,Tecnología Item 343,Tecnología,3,13868.82,App Fpay
SALE-004196,2026-01-12 15:11:10,CUS-004339,Simón Lucas Calleja,Lima,Calzado Item 117,Calzado,1,256.34,Efectivo
SALE-004197,2026-02-06 19:29:32,CUS-000802,Osvaldo Benavent Alberto,Lima,Calzado Item 405,Calzado,1,504.13,Débito
SALE-004198,2026-03-03 10:29:16,CUS-007350,Ale Benavente,Cusco,Calzado Item 885,Calzado,1,385.14,Efectivo
SALE-004199,2026-03-01 15:25:16,CUS-002435,Amelia Julián-Pera,Lima,Moda Item 984,Moda,3,553.32,Débito
SALE-004200,2026-04-06 21:37:52,CUS-003829,Ceferino Gonzalez Saavedra,Trujillo,Hogar Item 412,Hogar,2,1044.89,Tarjeta CMR
SALE-004201,2026-01-07 05:53:52,CUS-007267,Eric Rodríguez Torrijos,Cusco,Hogar Item 475,Hogar,4,169.68,App Fpay
SALE-004202,2026-04-08 03:43:09,CUS-008444,Lucho Tomé,Cusco,Moda Item 504,Moda,1,38.96,Efectivo
SALE-004203,2026-03-04 21:17:29,CUS-000103,Ramón Pujol Palomino,Cusco,Moda Item 389,Moda,1,93.11,Efectivo
SALE-004204,2026-05-08 08:02:40,CUS-006204,Débora Ayala Tenorio,Arequipa,Calzado Item 708,Calzado,2,482.84,Efectivo
SALE-004205,2026-02-11 15:51:03,CUS-002744,Irma Galán Gascón,Trujillo,Moda Item 413,Moda,1,270.15,Tarjeta CMR
SALE-004206,2026-01-14 07:27:08,CUS-009451,Baltasar del Román,Arequipa,Calzado Item 387,Calzado,1,489.35,Débito
SALE-004207,2026-02-22 16:33:39,CUS-005230,Miguel del Báez,Arequipa,Calzado Item 87,Calzado,1,195.15,App Fpay
SALE-004208,2026-05-04 21:13:54,CUS-000894,Martin Salvador Nuñez,Trujillo,Hogar Item 772,Hogar,1,458.21,Efectivo
SALE-004209,2026-02-07 12:46:50,CUS-002172,Julie Echeverría Azcona,Piura,Calzado Item 387,Calzado,1,575.7,Tarjeta CMR
SALE-004210,2026-03-07 10:19:03,CUS-000222,Reinaldo Belda Viñas,Lima,Tecnología Item 756,Tecnología,3,18120.54,Tarjeta CMR
SALE-004211,2026-02-04 21:11:51,CUS-007256,Reynaldo Navas,Lima,Calzado Item 822,Calzado,1,399.14,Tarjeta CMR
SALE-004212,2026-04-16 01:21:11,CUS-007768,Mercedes Alcázar Marin,Arequipa,Moda Item 846,Moda,1,89.48,Efectivo
SALE-004213,2026-04-22 17:31:45,CUS-008937,Soraya Ferrándiz Millán,Lima,Tecnología Item 748,Tecnología,2,3536.61,Débito
SALE-004214,2026-03-31 16:41:23,CUS-008894,Ramona Alegria Sanmiguel,Lima,Calzado Item 291,Calzado,1,95.86,Tarjeta CMR
SALE-004215,2026-05-03 13:38:11,CUS-003782,Carlito Capdevila Serra,Arequipa,Electrohogar Item 300,Electrohogar,1,3589.48,Efectivo
SALE-004216,2026-04-02 04:11:01,CUS-009858,Fito Gonzalo-Ros,Trujillo,Calzado Item 720,Calzado,1,321.61,Débito
SALE-004217,2026-05-11 20:29:29,CUS-003976,Francisco Núñez Huertas,Piura,Electrohogar Item 423,Electrohogar,1,2681.39,Tarjeta CMR
SALE-004218,2026-04-03 04:24:00,CUS-006777,Pepe Mascaró Lasa,Piura,Tecnología Item 949,Tecnología,4,22399.04,Débito
SALE-004219,2026-03-13 10:59:05,CUS-007019,Encarnita Duque Múñiz,Arequipa,Tecnología Item 756,Tecnología,1,6040.18,Tarjeta CMR
SALE-004220,2026-01-09 19:40:54,CUS-006514,Jesús del Navas,Cusco,Electrohogar Item 807,Electrohogar,1,2700.35,App Fpay
SALE-004221,2026-01-22 21:02:30,CUS-008012,Pía Juliá Mínguez,Trujillo,Electrohogar Item 9,Electrohogar,1,2298.62,App Fpay
SALE-004222,2026-04-26 00:53:21,CUS-005714,Manu Valenzuela Matas,Lima,Electrohogar Item 300,Electrohogar,1,4222.92,App Fpay
SALE-004223,2026-02-27 22:34:17,CUS-004431,Ignacia Florina Pintor Fuertes,Lima,Tecnología Item 894,Tecnología,1,3592.7,Débito
SALE-004224,2026-01-09 08:33:32,CUS-008267,Guiomar Muro Dávila,Trujillo,Electrohogar Item 681,Electrohogar,1,3589.19,App Fpay
SALE-004225,2026-01-24 03:01:36,CUS-007167,Guiomar Cortés-Santamaría,Trujillo,Hogar Item 21,Hogar,1,1052.39,Débito
SALE-004226,2026-02-18 23:54:17,CUS-005834,José Ferrera Solera,Cusco,Electrohogar Item 905,Electrohogar,1,2785.45,Débito
SALE-004227,2026-05-10 04:54:22,CUS-007914,Norberto Blas Murillo Prada,Cusco,Moda Item 447,Moda,4,380.32,App Fpay
SALE-004228,2026-03-26 02:48:29,CUS-009250,Leandra Cabezas Vera,Piura,Calzado Item 284,Calzado,2,1132.52,App Fpay
SALE-004229,2026-01-11 00:50:15,CUS-009180,Jacinta Alarcón Azorin,Trujillo,Calzado Item 139,Calzado,1,297.3,App Fpay
SALE-004230,2026-03-30 09:55:32,CUS-004964,Lino Leiva,Piura,Hogar Item 640,Hogar,1,954.3,Efectivo
SALE-004231,2026-04-12 08:35:25,CUS-000020,Teodoro de Saura,Arequipa,Hogar Item 231,Hogar,1,1008.41,Efectivo
SALE-004232,2026-04-20 22:39:34,CUS-008020,María Dolores Olmedo Velázquez,Lima,Calzado Item 608,Calzado,1,581.34,App Fpay
SALE-004233,2026-01-07 20:06:49,CUS-003467,Pepita Leandra Blazquez Villa,Piura,Hogar Item 514,Hogar,2,627.34,Tarjeta CMR
SALE-004234,2026-01-06 00:33:50,CUS-007443,Fabio Maldonado Viana,Piura,Tecnología Item 695,Tecnología,1,1456.48,Débito
SALE-004235,2026-01-26 04:28:38,CUS-006913,Cruz Molina Santos,Arequipa,Electrohogar Item 101,Electrohogar,1,3626.16,App Fpay
SALE-004236,2026-03-18 12:11:18,CUS-008558,Ágata Madrid Noguera,Cusco,Hogar Item 587,Hogar,1,832.9,Efectivo
SALE-004237,2026-02-04 11:54:10,CUS-001895,Montserrat Enríquez-Palacios,Trujillo,Electrohogar Item 855,Electrohogar,2,2483.88,Tarjeta CMR
SALE-004238,2026-02-08 08:39:23,CUS-000372,Juana Barón Cerdá,Lima,Hogar Item 656,Hogar,2,893.8,Efectivo
SALE-004239,2026-04-07 02:55:41,CUS-009791,Marciano Castillo,Cusco,Hogar Item 303,Hogar,2,1689.38,App Fpay
SALE-004240,2026-03-10 04:40:19,CUS-004889,Jacobo Manuel Ropero,Cusco,Calzado Item 39,Calzado,1,345.86,Débito
SALE-004241,2026-01-27 03:33:22,CUS-000231,Gregorio Aragón,Piura,Electrohogar Item 673,Electrohogar,1,1906.93,Efectivo
SALE-004242,2026-01-17 01:48:01,CUS-003114,Cándido Heredia-Nevado,Piura,Tecnología Item 971,Tecnología,1,380.83,Débito
SALE-004243,2026-01-15 02:47:01,CUS-007810,Lina Ferrando Cabanillas,Piura,Calzado Item 183,Calzado,1,135.84,Tarjeta CMR
SALE-004244,2026-02-25 06:20:07,CUS-007036,Selena Menéndez Mesa,Cusco,Tecnología Item 53,Tecnología,1,1021.57,App Fpay
SALE-004245,2026-02-26 18:14:46,CUS-005149,Concepción Bastida Chico,Piura,Calzado Item 608,Calzado,2,1162.68,App Fpay
SALE-004246,2026-04-26 22:41:05,CUS-002451,Carmelita Mulet,Cusco,Hogar Item 732,Hogar,1,635.94,Efectivo
SALE-004247,2026-01-30 04:56:51,CUS-003211,Chucho Linares-Gordillo,Piura,Hogar Item 56,Hogar,1,695.53,App Fpay
SALE-004248,2026-04-02 14:28:17,CUS-006091,Edelmiro Correa Fernández,Arequipa,Electrohogar Item 365,Electrohogar,1,1054.75,Débito
SALE-004249,2026-05-09 01:06:10,CUS-007095,Miriam Alcolea Jódar,Piura,Calzado Item 164,Calzado,1,277.9,Débito
SALE-004250,2026-01-30 21:54:03,CUS-004582,Eli Lucas Borrego,Trujillo,Electrohogar Item 534,Electrohogar,1,1512.08,Débito
SALE-004251,2026-02-25 06:27:36,CUS-009912,Joan Cuadrado Barrena,Arequipa,Calzado Item 421,Calzado,2,1197.4,Débito
SALE-004252,2026-01-10 08:25:56,CUS-006928,Aitana Calista Caro Gomila,Lima,Calzado Item 498,Calzado,1,348.93,Tarjeta CMR
SALE-004253,2026-01-09 16:58:53,CUS-002805,Oriana del Camacho,Trujillo,Moda Item 655,Moda,1,306.99,Débito
SALE-004254,2026-01-15 22:48:15,CUS-002733,Alcides del Porcel,Arequipa,Tecnología Item 331,Tecnología,2,8377.26,Efectivo
SALE-004255,2026-04-15 12:10:17,CUS-000133,Roque Bonilla Uría,Trujillo,Tecnología Item 654,Tecnología,1,4503.3,Débito
SALE-004256,2026-04-16 15:10:37,CUS-001281,Jordán Antúnez,Piura,Calzado Item 30,Calzado,3,1291.92,Efectivo
SALE-004257,2026-01-01 05:05:55,CUS-007270,Severino del Sanmiguel,Piura,Hogar Item 187,Hogar,1,629.95,Tarjeta CMR
SALE-004258,2026-04-16 00:34:20,CUS-001830,Jaime Goicoechea Cuadrado,Piura,Hogar Item 141,Hogar,2,241.98,Efectivo
SALE-004259,2026-04-21 14:59:48,CUS-000763,Sol María Galvez Sotelo,Piura,Tecnología Item 986,Tecnología,1,5708.34,Tarjeta CMR
SALE-004260,2026-02-21 20:33:37,CUS-002707,Lalo Pinilla Ruano,Piura,Calzado Item 631,Calzado,1,339.14,Débito
SALE-004261,2026-02-25 23:06:02,CUS-008946,Áurea Carreño Frías,Cusco,Hogar Item 328,Hogar,1,46.16,Débito
SALE-004262,2026-04-17 05:51:31,CUS-006640,Encarnación Rosa Cortes,Arequipa,Moda Item 881,Moda,2,350.96,App Fpay
SALE-004263,2026-04-09 16:40:10,CUS-003167,Eva María del Morán,Cusco,Electrohogar Item 480,Electrohogar,2,1623.26,Efectivo
SALE-004264,2026-02-15 21:09:50,CUS-000082,Nieves Infante,Trujillo,Electrohogar Item 933,Electrohogar,2,4624.92,Efectivo
SALE-004265,2026-02-20 14:01:19,CUS-008684,Agapito Nogués Blanca,Arequipa,Hogar Item 239,Hogar,1,1013.06,Tarjeta CMR
SALE-004266,2026-04-09 11:25:35,CUS-007689,Diana Cepeda Barrios,Trujillo,Tecnología Item 749,Tecnología,1,626.35,App Fpay
SALE-004267,2026-04-21 11:12:39,CUS-008336,Danilo del Rojas,Piura,Calzado Item 232,Calzado,1,422.1,Tarjeta CMR
SALE-004268,2026-02-26 03:47:46,CUS-009384,Gerónimo Fuentes Campo,Cusco,Moda Item 315,Moda,1,259.23,App Fpay
SALE-004269,2026-03-31 15:05:44,CUS-009729,Jacobo Corbacho Córdoba,Lima,Hogar Item 349,Hogar,1,213.6,Débito
SALE-004270,2026-02-19 11:59:39,CUS-001238,Teodora Alonso Bautista,Piura,Tecnología Item 763,Tecnología,1,5159.34,App Fpay
SALE-004271,2026-04-18 05:24:18,CUS-008738,Aníbal Calvo Orozco,Lima,Hogar Item 130,Hogar,1,782.75,Efectivo
SALE-004272,2026-04-09 18:52:51,CUS-000462,Paola de Cervera,Arequipa,Hogar Item 913,Hogar,2,1969.93,Débito
SALE-004273,2026-04-03 13:16:08,CUS-007144,Chus Corral Beltrán,Lima,Electrohogar Item 384,Electrohogar,4,9105.28,Débito
SALE-004274,2026-02-09 02:21:23,CUS-004067,Emma Maura Alberto Roda,Arequipa,Hogar Item 732,Hogar,1,540.55,Efectivo
SALE-004275,2026-01-09 20:56:56,CUS-004282,Pilar Gallardo Lorenzo,Trujillo,Moda Item 563,Moda,2,411.04,Tarjeta CMR
SALE-004276,2026-03-26 16:43:24,CUS-006239,Juan Bautista Viñas Pi,Piura,Moda Item 327,Moda,1,114.81,Débito
SALE-004277,2026-04-04 05:16:12,CUS-008967,Samanta de Olmo,Arequipa,Hogar Item 880,Hogar,1,79.74,Tarjeta CMR
SALE-004278,2026-03-14 11:16:53,CUS-006781,Rodolfo Valbuena Mosquera,Arequipa,Electrohogar Item 450,Electrohogar,1,2141.97,Efectivo
SALE-004279,2026-01-21 00:07:02,CUS-007081,Martín Arias Cantón,Cusco,Moda Item 853,Moda,4,215.76,App Fpay
SALE-004280,2026-03-16 02:11:34,CUS-006788,Delfina Sevilla-Escrivá,Cusco,Electrohogar Item 450,Electrohogar,2,4283.94,Débito
SALE-004281,2026-02-24 13:33:05,CUS-002737,Patricio Castellanos Torrecilla,Cusco,Calzado Item 252,Calzado,2,688.36,App Fpay
SALE-004282,2026-03-11 09:24:50,CUS-004018,Cristina Tello Viana,Trujillo,Moda Item 305,Moda,1,124.26,Efectivo
SALE-004283,2026-04-30 15:00:18,CUS-003943,Esther Chacón Alcalá,Lima,Moda Item 935,Moda,1,147.3,Tarjeta CMR
SALE-004284,2026-04-04 00:54:33,CUS-006813,David Tovar Manzanares,Cusco,Hogar Item 193,Hogar,1,680.47,App Fpay
SALE-004285,2026-04-06 00:00:10,CUS-003734,José Ripoll Sanz,Lima,Moda Item 817,Moda,1,114.23,Tarjeta CMR
SALE-004286,2026-03-27 14:01:53,CUS-006144,Bárbara Jáuregui Briones,Cusco,Electrohogar Item 842,Electrohogar,1,4129.74,Efectivo
SALE-004287,2026-01-16 05:29:43,CUS-002245,Ricarda Morera Salom,Piura,Hogar Item 325,Hogar,2,963.08,Tarjeta CMR
SALE-004288,2026-02-27 18:44:39,CUS-008911,Paulina Aguilera Codina,Piura,Moda Item 352,Moda,1,102.28,Efectivo
SALE-004289,2026-04-04 04:31:20,CUS-003793,Alejandro Fernandez Gimenez,Trujillo,Electrohogar Item 65,Electrohogar,1,2057.39,Efectivo
SALE-004290,2026-03-20 01:36:01,CUS-003693,Bernardita Vilar Leon,Piura,Moda Item 798,Moda,1,257.62,Efectivo
SALE-004291,2026-04-06 00:52:49,CUS-000348,Baltasar Ripoll Grande,Trujillo,Hogar Item 54,Hogar,4,4593.16,Efectivo
SALE-004292,2026-03-26 19:16:42,CUS-003833,Rufina Sanabria Palau,Lima,Moda Item 907,Moda,1,339.65,Débito
SALE-004293,2026-04-30 19:08:20,CUS-006105,Alondra Fabra Alegria,Trujillo,Moda Item 703,Moda,2,242.18,Efectivo
SALE-004294,2026-04-19 20:27:52,CUS-002457,Espiridión Leonardo Villalba Cabrera,Lima,Calzado Item 265,Calzado,1,167.51,Efectivo
SALE-004295,2026-02-24 06:01:22,CUS-007303,Rico del Lucena,Arequipa,Hogar Item 242,Hogar,1,823.24,App Fpay
SALE-004296,2026-01-08 22:46:48,CUS-001992,Milagros Arroyo Baró,Arequipa,Tecnología Item 519,Tecnología,1,4437.83,Débito
SALE-004297,2026-02-13 15:38:59,CUS-001966,Ezequiel Bello Sobrino,Arequipa,Moda Item 930,Moda,1,141.84,App Fpay
SALE-004298,2026-04-20 16:54:52,CUS-000652,Graciela Terrón Maza,Arequipa,Tecnología Item 432,Tecnología,2,12288.82,Débito
SALE-004299,2026-02-01 14:42:50,CUS-007653,Morena Leon Fernández,Piura,Tecnología Item 617,Tecnología,1,3548.84,Efectivo
SALE-004300,2026-05-07 14:17:12,CUS-004415,Valentina Serrano Alemany,Arequipa,Moda Item 397,Moda,1,235.9,Tarjeta CMR
SALE-004301,2026-01-10 23:39:01,CUS-005428,Adelia Chico-Quintana,Piura,Tecnología Item 430,Tecnología,1,3334.32,Débito
SALE-004302,2026-05-05 11:25:22,CUS-008879,Adelia Samper,Trujillo,Hogar Item 189,Hogar,1,423.97,App Fpay
SALE-004303,2026-02-11 21:36:30,CUS-002088,Severo Naranjo,Piura,Hogar Item 1000,Hogar,2,600.3,Efectivo
SALE-004304,2026-03-22 18:58:40,CUS-001387,Albino Somoza-Camps,Arequipa,Hogar Item 304,Hogar,1,1136.49,Tarjeta CMR
SALE-004305,2026-01-22 07:27:11,CUS-001689,Feliciana de Ledesma,Lima,Electrohogar Item 827,Electrohogar,1,2617.99,App Fpay
SALE-004306,2026-03-09 21:16:18,CUS-004820,Domingo Cano-Becerra,Trujillo,Tecnología Item 417,Tecnología,1,4002.65,App Fpay
SALE-004307,2026-05-05 07:34:55,CUS-004388,Primitiva Palacio Bas,Trujillo,Electrohogar Item 487,Electrohogar,2,7353.92,Efectivo
SALE-004308,2026-02-08 07:14:04,CUS-004450,Jenny Arce Montenegro,Cusco,Moda Item 14,Moda,4,231.12,App Fpay
SALE-004309,2026-01-25 12:57:19,CUS-000153,Maximino de Leiva,Arequipa,Moda Item 704,Moda,1,74.05,App Fpay
SALE-004310,2026-03-24 05:26:33,CUS-005543,Guadalupe Avilés Álamo,Cusco,Electrohogar Item 770,Electrohogar,1,1985.67,Tarjeta CMR
SALE-004311,2026-04-13 08:24:39,CUS-001865,Domitila del Martin,Lima,Moda Item 577,Moda,2,577.96,Efectivo
SALE-004312,2026-04-05 01:29:42,CUS-005816,Juan Bautista Ruben Gordillo Beltrán,Cusco,Tecnología Item 564,Tecnología,4,17781.49,App Fpay
SALE-004313,2026-03-29 17:09:55,CUS-006481,Rosalva Rovira Bernat,Piura,Moda Item 682,Moda,1,98.89,Débito
SALE-004314,2026-02-16 20:20:53,CUS-007706,Román Sabater Pino,Cusco,Hogar Item 154,Hogar,1,384.95,Efectivo
SALE-004315,2026-04-12 18:26:39,CUS-005864,Onofre Molina Garriga,Arequipa,Hogar Item 239,Hogar,1,861.1,Débito
SALE-004316,2026-01-24 16:31:42,CUS-006258,Cayetano Arce Tovar,Arequipa,Hogar Item 972,Hogar,2,143.64,Débito
SALE-004317,2026-03-21 04:28:51,CUS-005788,Leonardo Teruel Sandoval,Cusco,Tecnología Item 752,Tecnología,4,3874.04,Débito
SALE-004318,2026-01-24 16:34:52,CUS-001239,Sosimo Pera Barranco,Cusco,Electrohogar Item 983,Electrohogar,1,2084.44,Débito
SALE-004319,2026-04-08 04:39:03,CUS-000245,Vera Solera Villalba,Lima,Electrohogar Item 486,Electrohogar,1,3278.99,App Fpay
SALE-004320,2026-01-09 01:57:53,CUS-006362,Ceferino Fajardo Barragán,Arequipa,Electrohogar Item 507,Electrohogar,1,1968.18,Efectivo
SALE-004321,2026-02-23 00:22:14,CUS-009136,José Ángel Quintanilla Carrillo,Trujillo,Calzado Item 42,Calzado,1,556.74,Efectivo
SALE-004322,2026-01-29 16:13:36,CUS-006746,Eduardo Jurado-Ferrer,Cusco,Calzado Item 743,Calzado,2,177.56,App Fpay
SALE-004323,2026-01-26 05:17:57,CUS-006754,Maximiano Heredia Luís,Piura,Electrohogar Item 684,Electrohogar,1,1078.72,App Fpay
SALE-004324,2026-02-27 03:47:40,CUS-004118,Mariano Tomé,Lima,Calzado Item 582,Calzado,2,1183.28,App Fpay
SALE-004325,2026-02-08 01:15:14,CUS-002846,Marc Pujol Gaya,Lima,Calzado Item 85,Calzado,1,238.55,Tarjeta CMR
SALE-004326,2026-03-12 06:56:28,CUS-008041,Hermenegildo Villalonga Porta,Cusco,Calzado Item 28,Calzado,1,130.94,App Fpay
SALE-004327,2026-03-17 04:50:51,CUS-006871,Amador de Piñol,Piura,Calzado Item 571,Calzado,2,509.58,Tarjeta CMR
SALE-004328,2026-01-21 03:21:03,CUS-007818,Rosaura Antón Duran,Cusco,Electrohogar Item 274,Electrohogar,1,878.62,App Fpay
SALE-004329,2026-01-05 17:42:49,CUS-008399,Celestina Ruano Sedano,Piura,Moda Item 121,Moda,1,47.5,Efectivo
SALE-004330,2026-01-14 04:08:55,CUS-004571,Abigaíl Rebollo,Lima,Electrohogar Item 651,Electrohogar,1,1694.53,Tarjeta CMR
SALE-004331,2026-04-14 22:08:17,CUS-005508,Bernabé Arcos Guardiola,Piura,Hogar Item 839,Hogar,1,85.59,Efectivo
SALE-004332,2026-03-28 08:25:57,CUS-005774,Nicodemo de Rubio,Piura,Moda Item 801,Moda,1,329.88,Débito
SALE-004333,2026-03-28 14:37:25,CUS-009141,Samu Vilanova Benavente,Lima,Moda Item 100,Moda,1,244.17,Débito
SALE-004334,2026-01-02 05:29:47,CUS-000439,Maxi Fábregas Acevedo,Cusco,Calzado Item 353,Calzado,1,125.48,Tarjeta CMR
SALE-004335,2026-02-26 08:08:37,CUS-008035,Mónica Sedano Carrillo,Lima,Electrohogar Item 436,Electrohogar,2,8345.22,Efectivo
