customer_id,product_id,sale_id,date,category,quantity,unit_price,discount,total_amount,payment_method,store_location,month,is_high_value,discount_pct,product_name,base_price,stock,age,city,name
CUS-002751,PROD-0211,SALE-008912,2026-02-20 18:09:00,Moda,1,237.08,0.0,237.08,Tarjeta CMR,Online,2,NO,0.0,Moda Item 211,237.08,30,33,Lima,Azucena Puente Balaguer
CUS-001329,PROD-0951,SALE-008913,2026-02-11 23:41:49,Moda,1,54.6,0.0,54.6,Débito,San Isidro,2,NO,0.0,Moda Item 951,54.6,491,23,Arequipa,Clara de Gutiérrez
CUS-003724,PROD-0369,SALE-008914,2026-04-04 17:07:07,Moda,2,55.71,0.0,111.42,Efectivo,Online,4,NO,0.0,Moda Item 369,55.71,349,20,Cusco,Fortunato Valbuena Porras
CUS-008169,PROD-0125,SALE-008915,2026-02-07 09:14:59,Moda,1,216.98,0.0,216.98,Débito,Lima Centro,2,NO,0.0,Moda Item 125,216.98,10,23,Arequipa,Maxi Arjona Rios
CUS-006819,PROD-0901,SALE-008916,2026-04-09 00:34:23,Hogar,1,1069.42,0.0,1069.42,Efectivo,Online,4,NO,0.0,Hogar Item 901,1069.42,249,67,Trujillo,Severo Torres Jaume
CUS-005155,PROD-0193,SALE-008917,2026-04-09 14:09:23,Hogar,1,680.47,0.0,680.47,Débito,Lima Centro,4,NO,0.0,Hogar Item 193,680.47,165,68,Cusco,Noemí Peral Capdevila
CUS-004966,PROD-0310,SALE-008918,2026-04-07 21:43:58,Moda,1,72.12,0.15,61.3,Tarjeta CMR,Lima Centro,4,NO,15.0,Moda Item 310,72.12,53,37,Trujillo,Amaya Gámez Sala
CUS-001533,PROD-0645,SALE-008919,2026-03-02 18:29:22,Hogar,2,280.05,0.0,560.1,Efectivo,Miraflores,3,NO,0.0,Hogar Item 645,280.05,239,59,Piura,Ruy Zaragoza Romeu
CUS-003056,PROD-0746,SALE-008920,2026-04-19 07:30:37,Tecnología,1,6926.63,0.15,5887.64,Efectivo,Online,4,SI,15.0,Tecnología Item 746,6926.63,264,47,Piura,Luis de Fiol
CUS-008474,PROD-0712,SALE-008921,2026-02-19 17:10:31,Tecnología,2,2860.61,0.0,5721.22,Efectivo,San Isidro,2,SI,0.0,Tecnología Item 712,2860.61,26,68,Lima,Estrella Diaz
CUS-008352,PROD-0506,SALE-008922,2026-01-07 17:37:13,Moda,1,154.48,0.15,131.31,App Fpay,San Isidro,1,NO,15.0,Moda Item 506,154.48,38,19,Piura,Basilio Quintero Blanes
CUS-001995,PROD-0890,SALE-008923,2026-03-13 10:08:01,Electrohogar,1,4317.05,0.0,4317.05,Débito,Miraflores,3,SI,0.0,Electrohogar Item 890,4317.05,446,46,Lima,Andrés Felipe Juan Llanos
CUS-001494,PROD-0830,SALE-008924,2026-02-08 08:03:54,Moda,1,79.61,0.0,79.61,Débito,Lima Centro,2,NO,0.0,Moda Item 830,79.61,332,67,Piura,Nélida Tirado Alcántara
CUS-006976,PROD-0686,SALE-008925,2026-01-10 14:38:12,Tecnología,1,212.64,0.15,180.74,Efectivo,Miraflores,1,NO,15.0,Tecnología Item 686,212.64,500,49,Trujillo,Jordana Godoy Tenorio
CUS-007177,PROD-0836,SALE-008926,2026-02-02 06:04:47,Calzado,3,222.38,0.0,667.14,Tarjeta CMR,Miraflores,2,NO,0.0,Calzado Item 836,222.38,230,56,Cusco,Renato del Aparicio
CUS-007648,PROD-0008,SALE-008927,2026-04-07 01:14:24,Electrohogar,2,942.95,0.0,1885.9,Tarjeta CMR,Lima Centro,4,NO,0.0,Electrohogar Item 8,942.95,418,60,Cusco,María Teresa Escamilla Solera
CUS-005970,PROD-0364,SALE-008928,2026-01-09 22:16:11,Moda,1,85.4,0.0,85.4,Débito,Lima Centro,1,NO,0.0,Moda Item 364,85.4,281,55,Trujillo,Xavier Corominas-Yáñez
CUS-006237,PROD-0969,SALE-008929,2026-01-16 02:41:12,Moda,1,250.85,0.0,250.85,App Fpay,Miraflores,1,NO,0.0,Moda Item 969,250.85,232,22,Piura,Camilo Baró Roig
CUS-008992,PROD-0491,SALE-008930,2026-05-05 01:44:02,Moda,1,160.27,0.15,136.23,Tarjeta CMR,Online,5,NO,15.0,Moda Item 491,160.27,189,35,Lima,Cintia Luís Berrocal
CUS-001057,PROD-0393,SALE-008931,2026-03-11 15:23:40,Tecnología,1,6924.7,0.0,6924.7,Débito,San Isidro,3,SI,0.0,Tecnología Item 393,6924.7,150,34,Lima,Manola Baeza-Sebastián
CUS-000772,PROD-0032,SALE-008932,2026-01-03 20:05:27,Moda,2,204.96,0.0,409.92,Tarjeta CMR,Miraflores,1,NO,0.0,Moda Item 32,204.96,331,66,Lima,Carina Cabo Roda
CUS-009401,PROD-0697,SALE-008933,2026-05-06 22:30:46,Hogar,1,1064.8,0.0,1064.8,Débito,San Isidro,5,NO,0.0,Hogar Item 697,1064.8,354,42,Piura,Marina Peiró Segarra
CUS-002081,PROD-0985,SALE-008934,2026-02-20 07:49:34,Moda,2,241.18,0.0,482.36,Tarjeta CMR,Miraflores,2,NO,0.0,Moda Item 985,241.18,412,47,Cusco,Demetrio Ugarte-Arévalo
CUS-006446,PROD-0044,SALE-008935,2026-01-07 02:52:33,Hogar,1,321.71,0.0,321.71,Tarjeta CMR,Online,1,NO,0.0,Hogar Item 44,321.71,472,25,Arequipa,Jeremías del Goicoechea
CUS-000945,PROD-0276,SALE-008936,2026-05-02 21:52:11,Tecnología,1,3622.19,0.0,3622.19,Efectivo,Lima Centro,5,SI,0.0,Tecnología Item 276,3622.19,444,35,Piura,África Marín Miranda
CUS-006486,PROD-0578,SALE-008937,2026-02-07 11:12:23,Moda,2,333.69,0.0,667.38,Tarjeta CMR,Miraflores,2,NO,0.0,Moda Item 578,333.69,135,49,Arequipa,Ricarda Ferrero Grau
CUS-007357,PROD-0755,SALE-008938,2026-04-26 00:45:50,Electrohogar,1,3295.1,0.0,3295.1,Efectivo,San Isidro,4,SI,0.0,Electrohogar Item 755,3295.1,427,22,Piura,Marcela Morán
CUS-008786,PROD-0406,SALE-008939,2026-03-28 13:27:01,Calzado,2,434.08,0.0,868.16,Tarjeta CMR,Lima Centro,3,NO,0.0,Calzado Item 406,434.08,313,54,Cusco,Priscila de Pallarès
CUS-004957,PROD-0597,SALE-008940,2026-03-07 02:32:56,Hogar,1,1182.7,0.0,1182.7,Efectivo,Lima Centro,3,NO,0.0,Hogar Item 597,1182.7,244,64,Piura,Ámbar Carranza Cáceres
CUS-003183,PROD-0893,SALE-008941,2026-02-03 19:59:59,Electrohogar,1,974.39,0.0,974.39,App Fpay,Miraflores,2,NO,0.0,Electrohogar Item 893,974.39,294,18,Cusco,Nacho Cruz Manzanares Sanchez
CUS-008779,PROD-0076,SALE-008942,2026-05-06 07:08:57,Tecnología,1,4601.17,0.0,4601.17,Tarjeta CMR,Miraflores,5,SI,0.0,Tecnología Item 76,4601.17,88,55,Piura,Dominga Galvez Mercader
CUS-006683,PROD-0234,SALE-008943,2026-02-07 02:18:30,Calzado,1,212.78,0.0,212.78,Débito,San Isidro,2,NO,0.0,Calzado Item 234,212.78,452,43,Piura,María Pilar Lobo Vidal
CUS-006357,PROD-0576,SALE-008944,2026-05-07 02:24:00,Hogar,1,1040.77,0.0,1040.77,Efectivo,Miraflores,5,NO,0.0,Hogar Item 576,1040.77,126,22,Piura,Adriana Tomasa Gras Palacios
CUS-004137,PROD-0141,SALE-008945,2026-03-18 12:04:26,Hogar,1,120.99,0.0,120.99,Tarjeta CMR,Online,3,NO,0.0,Hogar Item 141,120.99,91,68,Cusco,Édgar Capdevila Farré
CUS-003185,PROD-0249,SALE-008946,2026-03-19 12:26:29,Hogar,2,631.84,0.0,1263.68,Efectivo,Miraflores,3,NO,0.0,Hogar Item 249,631.84,196,31,Cusco,Mercedes Escudero Coll
CUS-000835,PROD-0243,SALE-008947,2026-04-08 10:46:14,Moda,2,343.91,0.15,584.65,App Fpay,Online,4,NO,15.0,Moda Item 243,343.91,315,54,Arequipa,Pastora Suarez Coronado
CUS-004386,PROD-0439,SALE-008948,2026-04-22 05:14:23,Calzado,3,535.72,0.0,1607.16,Efectivo,Online,4,NO,0.0,Calzado Item 439,535.72,32,19,Lima,Anita Infante Núñez
CUS-005734,PROD-0737,SALE-008949,2026-01-06 07:49:26,Hogar,1,604.88,0.15,514.15,Tarjeta CMR,Lima Centro,1,NO,15.0,Hogar Item 737,604.88,57,60,Lima,Berto del Gual
CUS-007693,PROD-0238,SALE-008950,2026-02-19 08:41:04,Calzado,1,183.34,0.0,183.34,Tarjeta CMR,Lima Centro,2,NO,0.0,Calzado Item 238,183.34,140,34,Lima,Inés Ricart Franco
CUS-001124,PROD-0585,SALE-008951,2026-05-03 01:33:13,Electrohogar,1,1217.46,0.0,1217.46,Débito,San Isidro,5,NO,0.0,Electrohogar Item 585,1217.46,493,63,Cusco,Juan Carlos Quirós Donaire
CUS-002024,PROD-0990,SALE-008952,2026-02-14 12:07:22,Tecnología,1,3731.28,0.0,3731.28,Efectivo,Miraflores,2,SI,0.0,Tecnología Item 990,3731.28,419,51,Lima,Luciana Dueñas-Cuéllar
CUS-002930,PROD-0533,SALE-008953,2026-04-23 20:59:04,Electrohogar,1,3004.41,0.0,3004.41,App Fpay,San Isidro,4,SI,0.0,Electrohogar Item 533,3004.41,163,35,Cusco,Fito Terrón Juan
CUS-002568,PROD-0653,SALE-008954,2026-02-05 11:53:39,Electrohogar,1,3781.97,0.0,3781.97,App Fpay,San Isidro,2,SI,0.0,Electrohogar Item 653,3781.97,119,33,Cusco,Baudelio Hidalgo Alcolea
CUS-004277,PROD-0172,SALE-008955,2026-05-02 17:41:28,Tecnología,2,6814.73,0.0,13629.46,App Fpay,Online,5,SI,0.0,Tecnología Item 172,6814.73,96,60,Trujillo,Eusebio Torrent Sevilla
CUS-000325,PROD-0830,SALE-008956,2026-02-02 11:54:35,Moda,1,79.61,0.0,79.61,Débito,San Isidro,2,NO,0.0,Moda Item 830,79.61,332,27,Cusco,Tecla Mercader Guillén
CUS-004341,PROD-0565,SALE-008957,2026-02-12 14:09:07,Electrohogar,2,2339.92,0.0,4679.84,Débito,Miraflores,2,SI,0.0,Electrohogar Item 565,2339.92,112,49,Lima,Rosalina Martorell-Carrera
CUS-000743,PROD-0817,SALE-008958,2026-04-16 09:10:23,Moda,1,114.23,0.0,114.23,Tarjeta CMR,Miraflores,4,NO,0.0,Moda Item 817,114.23,368,24,Cusco,Augusto Tamayo
CUS-000613,PROD-0529,SALE-008959,2026-02-03 19:15:31,Electrohogar,1,4203.87,0.0,4203.87,Tarjeta CMR,Miraflores,2,SI,0.0,Electrohogar Item 529,4203.87,149,33,Lima,Yago Rojas Miralles
CUS-009752,PROD-0305,SALE-008960,2026-01-07 05:19:27,Moda,1,124.26,0.0,124.26,Débito,Lima Centro,1,NO,0.0,Moda Item 305,124.26,41,55,Piura,Sara Bonet Moliner
CUS-007930,PROD-0548,SALE-008961,2026-04-08 03:33:39,Electrohogar,2,1471.81,0.0,2943.62,Efectivo,Miraflores,4,SI,0.0,Electrohogar Item 548,1471.81,115,34,Lima,Santos Valentín Valderrama Pol
CUS-002093,PROD-0877,SALE-008962,2026-01-06 08:11:59,Electrohogar,1,3783.12,0.0,3783.12,Tarjeta CMR,Lima Centro,1,SI,0.0,Electrohogar Item 877,3783.12,71,18,Cusco,Eulalia Nicolás Benavente
CUS-008256,PROD-0771,SALE-008963,2026-03-12 01:04:45,Tecnología,1,4540.4,0.0,4540.4,Tarjeta CMR,San Isidro,3,SI,0.0,Tecnología Item 771,4540.4,392,53,Trujillo,Zaida Millán
CUS-004301,PROD-0590,SALE-008964,2026-01-25 16:17:24,Moda,1,232.74,0.15,197.83,Tarjeta CMR,Miraflores,1,NO,15.0,Moda Item 590,232.74,9,46,Trujillo,Rosendo del Valdés
CUS-008033,PROD-0242,SALE-008965,2026-01-12 03:44:27,Hogar,1,823.24,0.0,823.24,Tarjeta CMR,Miraflores,1,NO,0.0,Hogar Item 242,823.24,392,44,Trujillo,Gastón Alcaraz Bernat
CUS-005869,PROD-0447,SALE-008966,2026-05-01 00:29:22,Moda,1,111.86,0.0,111.86,App Fpay,Miraflores,5,NO,0.0,Moda Item 447,111.86,410,43,Arequipa,Bienvenida de Jordán
CUS-007465,PROD-0275,SALE-008967,2026-04-17 07:21:41,Moda,1,134.54,0.0,134.54,Tarjeta CMR,Lima Centro,4,NO,0.0,Moda Item 275,134.54,14,21,Lima,Sabas Marcos Marcos
CUS-006616,PROD-0822,SALE-008968,2026-02-04 18:44:22,Calzado,2,469.58,0.0,939.16,Débito,Miraflores,2,NO,0.0,Calzado Item 822,469.58,396,61,Cusco,Florencio Solera Robles
CUS-009967,PROD-0569,SALE-008969,2026-02-20 00:53:57,Moda,1,251.79,0.0,251.79,Débito,San Isidro,2,NO,0.0,Moda Item 569,251.79,322,27,Arequipa,Encarnacion Arcos-Galiano
CUS-002832,PROD-0516,SALE-008970,2026-01-16 09:38:15,Calzado,2,268.84,0.15,457.03,Tarjeta CMR,Lima Centro,1,NO,15.0,Calzado Item 516,268.84,96,42,Piura,María Manuela Hierro Ferrando
CUS-009195,PROD-0546,SALE-008971,2026-04-01 05:04:47,Calzado,1,289.79,0.0,289.79,Tarjeta CMR,Miraflores,4,NO,0.0,Calzado Item 546,289.79,365,59,Cusco,Rosalva Serna Romeu
CUS-007226,PROD-0970,SALE-008972,2026-01-18 14:39:31,Electrohogar,1,3409.41,0.0,3409.41,App Fpay,Online,1,SI,0.0,Electrohogar Item 970,3409.41,241,54,Arequipa,Elvira Solera Salgado
CUS-003646,PROD-0151,SALE-008973,2026-01-04 03:36:30,Moda,2,305.45,0.0,610.9,Efectivo,Lima Centro,1,NO,0.0,Moda Item 151,305.45,191,32,Piura,Paula Bermejo Perez
CUS-003613,PROD-0439,SALE-008974,2026-02-27 04:40:23,Calzado,1,535.72,0.15,455.36,Efectivo,Online,2,NO,15.0,Calzado Item 439,535.72,32,68,Arequipa,Irma Hernández Castillo
CUS-008374,PROD-0826,SALE-008975,2026-03-20 06:17:35,Calzado,1,446.68,0.0,446.68,Débito,Miraflores,3,NO,0.0,Calzado Item 826,446.68,133,53,Arequipa,Arturo de Rosell
CUS-005487,PROD-0229,SALE-008976,2026-04-27 15:47:18,Electrohogar,3,1583.5,0.0,4750.5,Tarjeta CMR,Lima Centro,4,SI,0.0,Electrohogar Item 229,1583.5,214,55,Arequipa,Bernarda Lladó Romeu
CUS-007250,PROD-0381,SALE-008977,2026-02-16 16:21:13,Tecnología,1,2972.44,0.0,2972.44,Efectivo,Miraflores,2,SI,0.0,Tecnología Item 381,2972.44,129,43,Cusco,Lina Cerro Casal
CUS-005316,PROD-0665,SALE-008978,2026-01-11 09:26:05,Electrohogar,1,579.54,0.0,579.54,App Fpay,San Isidro,1,NO,0.0,Electrohogar Item 665,579.54,65,70,Piura,Che Campillo-Bernat
CUS-001289,PROD-0197,SALE-008979,2026-04-06 09:40:43,Calzado,1,512.44,0.15,435.57,Tarjeta CMR,Online,4,NO,15.0,Calzado Item 197,512.44,302,61,Piura,Iván del Garriga
CUS-000953,PROD-0549,SALE-008980,2026-01-19 00:18:12,Tecnología,1,2092.19,0.0,2092.19,Tarjeta CMR,San Isidro,1,SI,0.0,Tecnología Item 549,2092.19,109,45,Arequipa,Azucena Vera
CUS-008868,PROD-0780,SALE-008981,2026-04-30 16:17:59,Moda,1,129.97,0.0,129.97,Débito,Online,4,NO,0.0,Moda Item 780,129.97,439,46,Arequipa,Ángel Doménech Valencia
CUS-003094,PROD-0780,SALE-008982,2026-05-01 02:54:42,Moda,1,129.97,0.15,110.47,App Fpay,Miraflores,5,NO,15.0,Moda Item 780,129.97,439,39,Lima,Alberto del Acuña
CUS-006066,PROD-0900,SALE-008983,2026-03-25 01:30:20,Moda,1,147.88,0.0,147.88,Efectivo,Online,3,NO,0.0,Moda Item 900,147.88,482,40,Lima,Nayara del Vives
CUS-006963,PROD-0163,SALE-008984,2026-01-28 06:40:42,Hogar,2,378.45,0.0,756.9,Débito,Online,1,NO,0.0,Hogar Item 163,378.45,22,42,Cusco,Bernardo González Conesa
CUS-005080,PROD-0767,SALE-008985,2026-04-13 22:24:08,Tecnología,1,3778.54,0.0,3778.54,Tarjeta CMR,Lima Centro,4,SI,0.0,Tecnología Item 767,3778.54,492,66,Arequipa,Prudencio Virgilio Cañizares Saez
CUS-008417,PROD-0471,SALE-008986,2026-05-08 22:09:50,Calzado,1,266.3,0.0,266.3,Efectivo,Online,5,NO,0.0,Calzado Item 471,266.3,389,24,Lima,Candelas de Ruano
CUS-002565,PROD-0643,SALE-008987,2026-02-15 00:25:56,Tecnología,2,4493.11,0.0,8986.22,Débito,Online,2,SI,0.0,Tecnología Item 643,4493.11,13,70,Arequipa,Custodio de Roman
CUS-006090,PROD-0495,SALE-008988,2026-02-04 19:07:08,Hogar,1,210.51,0.0,210.51,Efectivo,Lima Centro,2,NO,0.0,Hogar Item 495,210.51,203,23,Piura,Berta Palmer Macias
CUS-008769,PROD-0216,SALE-008989,2026-04-11 17:28:30,Calzado,4,522.69,0.15,1777.15,App Fpay,Lima Centro,4,NO,15.0,Calzado Item 216,522.69,247,43,Arequipa,Jose Antonio Cañete Valle
CUS-004599,PROD-0046,SALE-008990,2026-02-19 18:03:15,Calzado,2,568.87,0.0,1137.74,Tarjeta CMR,Online,2,NO,0.0,Calzado Item 46,568.87,332,29,Lima,Leire María Jesús Rovira Mur
CUS-004561,PROD-0855,SALE-008991,2026-02-17 12:20:04,Electrohogar,1,1241.94,0.0,1241.94,Débito,Miraflores,2,NO,0.0,Electrohogar Item 855,1241.94,427,39,Trujillo,Iris Guillen
CUS-003579,PROD-0195,SALE-008992,2026-02-02 23:23:58,Tecnología,4,5683.37,0.15,19323.46,App Fpay,Lima Centro,2,SI,15.0,Tecnología Item 195,5683.37,112,36,Cusco,Rosenda Nadal
CUS-003094,PROD-0076,SALE-008993,2026-04-26 21:04:56,Tecnología,1,4601.17,0.0,4601.17,Débito,Miraflores,4,SI,0.0,Tecnología Item 76,4601.17,88,39,Lima,Alberto del Acuña
CUS-001424,PROD-0254,SALE-008994,2026-02-25 12:04:52,Moda,2,278.03,0.15,472.65,Tarjeta CMR,Miraflores,2,NO,15.0,Moda Item 254,278.03,366,47,Arequipa,Juanito Vicens Rosales
CUS-006071,PROD-0594,SALE-008995,2026-04-12 11:40:05,Hogar,1,199.69,0.0,199.69,App Fpay,Online,4,NO,0.0,Hogar Item 594,199.69,102,38,Arequipa,Marino Priego Morán
CUS-004038,PROD-0156,SALE-008996,2026-02-25 11:34:50,Electrohogar,1,4301.77,0.0,4301.77,Débito,Miraflores,2,SI,0.0,Electrohogar Item 156,4301.77,416,42,Arequipa,Yaiza Campo-Costa
CUS-001929,PROD-0223,SALE-008997,2026-01-29 01:16:58,Hogar,1,926.19,0.15,787.26,App Fpay,Lima Centro,1,NO,15.0,Hogar Item 223,926.19,48,42,Cusco,Guiomar Merino Bosch
CUS-006655,PROD-0328,SALE-008998,2026-04-12 10:06:36,Hogar,1,46.16,0.0,46.16,Débito,Miraflores,4,NO,0.0,Hogar Item 328,46.16,308,42,Piura,Guiomar Palmer Porta
CUS-001754,PROD-0495,SALE-008999,2026-03-01 09:48:47,Hogar,1,210.51,0.0,210.51,Efectivo,Online,3,NO,0.0,Hogar Item 495,210.51,203,46,Piura,Soledad Clementina Mate Casares
CUS-001115,PROD-0670,SALE-009000,2026-03-17 17:27:43,Calzado,1,532.96,0.0,532.96,App Fpay,Online,3,NO,0.0,Calzado Item 670,532.96,440,39,Cusco,Adrián Sureda Casal
CUS-005597,PROD-0803,SALE-009001,2026-04-04 10:48:40,Tecnología,1,5350.44,0.0,5350.44,Efectivo,Lima Centro,4,SI,0.0,Tecnología Item 803,5350.44,25,18,Piura,Rico Millán Garzón
CUS-002132,PROD-0487,SALE-009002,2026-02-11 17:40:37,Electrohogar,1,3676.96,0.0,3676.96,Tarjeta CMR,San Isidro,2,SI,0.0,Electrohogar Item 487,3676.96,36,27,Cusco,Enrique Coronado
CUS-001635,PROD-0993,SALE-009003,2026-01-06 03:03:00,Calzado,1,99.33,0.0,99.33,Débito,Online,1,NO,0.0,Calzado Item 993,99.33,48,35,Cusco,Gerónimo de Villalonga
CUS-009230,PROD-0894,SALE-009004,2026-02-19 05:50:57,Tecnología,2,3592.7,0.15,6107.59,App Fpay,San Isidro,2,SI,15.0,Tecnología Item 894,3592.7,263,68,Piura,Nicodemo Valcárcel Paz
CUS-000632,PROD-0166,SALE-009005,2026-02-15 01:51:10,Tecnología,2,6763.09,0.0,13526.18,Débito,Lima Centro,2,SI,0.0,Tecnología Item 166,6763.09,53,62,Trujillo,América Uribe Vallés
CUS-006447,PROD-0095,SALE-009006,2026-05-09 05:53:27,Tecnología,1,2591.57,0.0,2591.57,App Fpay,Miraflores,5,SI,0.0,Tecnología Item 95,2591.57,351,23,Lima,Anastasia Codina
CUS-000104,PROD-0338,SALE-009007,2026-05-04 19:38:05,Electrohogar,1,1374.21,0.0,1374.21,Efectivo,Miraflores,5,NO,0.0,Electrohogar Item 338,1374.21,431,20,Trujillo,Lisandro del Nuñez
CUS-000015,PROD-0625,SALE-009008,2026-03-10 16:42:29,Hogar,1,724.88,0.0,724.88,Débito,Lima Centro,3,NO,0.0,Hogar Item 625,724.88,468,35,Piura,Ángeles Tello-Vilalta
CUS-003317,PROD-0366,SALE-009009,2026-02-16 15:32:56,Calzado,1,126.59,0.0,126.59,Tarjeta CMR,Online,2,NO,0.0,Calzado Item 366,126.59,357,34,Lima,Remigio de Pereira
CUS-003062,PROD-0892,SALE-009010,2026-01-06 23:53:09,Moda,1,96.92,0.15,82.38,Efectivo,Online,1,NO,15.0,Moda Item 892,96.92,440,50,Trujillo,Cayetana de Pinedo
CUS-007803,PROD-0102,SALE-009011,2026-03-12 03:34:36,Calzado,1,169.06,0.0,169.06,Tarjeta CMR,San Isidro,3,NO,0.0,Calzado Item 102,169.06,350,32,Arequipa,Morena del Torrecilla
CUS-003086,PROD-0890,SALE-009012,2026-03-26 07:39:33,Electrohogar,1,4317.05,0.0,4317.05,App Fpay,Lima Centro,3,SI,0.0,Electrohogar Item 890,4317.05,446,32,Cusco,Merche Molins Gual
CUS-002055,PROD-0287,SALE-009013,2026-01-31 04:45:36,Electrohogar,1,1915.74,0.0,1915.74,Efectivo,Lima Centro,1,NO,0.0,Electrohogar Item 287,1915.74,347,39,Lima,Abel Otero-Urrutia
CUS-000589,PROD-0835,SALE-009014,2026-05-07 04:54:52,Moda,2,100.18,0.0,200.36,Tarjeta CMR,Miraflores,5,NO,0.0,Moda Item 835,100.18,14,53,Arequipa,Ruperto Martínez Escamilla
CUS-004461,PROD-0295,SALE-009015,2026-04-13 03:52:45,Calzado,1,541.1,0.0,541.1,App Fpay,Online,4,NO,0.0,Calzado Item 295,541.1,430,54,Piura,Sancho Crespi Maestre
CUS-007138,PROD-0364,SALE-009016,2026-02-11 11:09:07,Moda,3,85.4,0.0,256.2,Tarjeta CMR,Lima Centro,2,NO,0.0,Moda Item 364,85.4,281,20,Arequipa,Alonso de Gonzalo
CUS-006150,PROD-0134,SALE-009017,2026-03-08 15:09:15,Tecnología,1,5469.37,0.0,5469.37,Efectivo,San Isidro,3,SI,0.0,Tecnología Item 134,5469.37,93,33,Cusco,Cloe Pareja Perales
CUS-009253,PROD-0536,SALE-009018,2026-05-05 13:38:21,Hogar,1,274.37,0.0,274.37,Efectivo,Online,5,NO,0.0,Hogar Item 536,274.37,183,66,Arequipa,Pánfilo Montalbán
CUS-009146,PROD-0367,SALE-009019,2026-04-26 02:09:41,Calzado,1,407.22,0.0,407.22,App Fpay,Online,4,NO,0.0,Calzado Item 367,407.22,343,59,Trujillo,Marc del Calderon
CUS-004640,PROD-0229,SALE-009020,2026-04-18 21:21:01,Electrohogar,3,1583.5,0.0,4750.5,Débito,Online,4,SI,0.0,Electrohogar Item 229,1583.5,214,68,Arequipa,Paula del Gutiérrez
CUS-003035,PROD-0497,SALE-009021,2026-05-11 08:32:22,Hogar,3,503.92,0.0,1511.76,Efectivo,San Isidro,5,NO,0.0,Hogar Item 497,503.92,244,49,Cusco,Anselmo Castells Llamas
CUS-005553,PROD-0645,SALE-009022,2026-03-27 22:52:05,Hogar,1,280.05,0.0,280.05,Efectivo,San Isidro,3,NO,0.0,Hogar Item 645,280.05,239,33,Piura,Custodia Nicolás Escolano
CUS-009065,PROD-0851,SALE-009023,2026-01-22 21:20:28,Electrohogar,2,4175.61,0.15,7098.54,Débito,Lima Centro,1,SI,15.0,Electrohogar Item 851,4175.61,74,33,Arequipa,Raimundo Vendrell-Iriarte
CUS-003629,PROD-0526,SALE-009024,2026-04-11 10:15:06,Moda,1,339.61,0.0,339.61,Efectivo,Lima Centro,4,NO,0.0,Moda Item 526,339.61,420,62,Trujillo,Sabas Vigil
CUS-007178,PROD-0631,SALE-009025,2026-03-11 19:42:20,Calzado,1,339.14,0.0,339.14,Débito,San Isidro,3,NO,0.0,Calzado Item 631,339.14,402,67,Lima,Lucila Botella Barba
CUS-003445,PROD-0484,SALE-009026,2026-03-02 07:54:47,Hogar,1,79.42,0.0,79.42,Tarjeta CMR,San Isidro,3,NO,0.0,Hogar Item 484,79.42,64,39,Lima,Pelayo Araujo León
CUS-000207,PROD-0839,SALE-009027,2026-02-15 00:09:21,Hogar,2,100.69,0.15,171.17,Tarjeta CMR,San Isidro,2,NO,15.0,Hogar Item 839,100.69,5,60,Arequipa,Leocadio Coca Leiva
CUS-002800,PROD-0052,SALE-009028,2026-03-03 23:42:13,Electrohogar,1,2940.53,0.15,2499.45,Débito,Online,3,SI,15.0,Electrohogar Item 52,2940.53,101,36,Cusco,Brígida Luís Duque
CUS-005627,PROD-0652,SALE-009029,2026-03-12 20:28:49,Electrohogar,1,2350.24,0.0,2350.24,Débito,Lima Centro,3,SI,0.0,Electrohogar Item 652,2350.24,274,54,Arequipa,Alex Lloret Torrent
CUS-000446,PROD-0358,SALE-009030,2026-03-09 01:44:03,Moda,1,157.35,0.0,157.35,Tarjeta CMR,Miraflores,3,NO,0.0,Moda Item 358,157.35,330,63,Arequipa,Ofelia Bueno
CUS-009455,PROD-0381,SALE-009031,2026-04-24 01:55:02,Tecnología,3,2972.44,0.0,8917.32,Tarjeta CMR,Lima Centro,4,SI,0.0,Tecnología Item 381,2972.44,129,33,Lima,Azeneth Camino Bonet
CUS-000058,PROD-0436,SALE-009032,2026-04-14 12:30:20,Electrohogar,1,4172.61,0.0,4172.61,App Fpay,Lima Centro,4,SI,0.0,Electrohogar Item 436,4172.61,281,21,Arequipa,Encarnación Exposito Núñez
CUS-004113,PROD-0119,SALE-009033,2026-04-15 04:50:40,Hogar,2,822.46,0.0,1644.92,Tarjeta CMR,San Isidro,4,NO,0.0,Hogar Item 119,822.46,472,23,Piura,Evita Arce
CUS-000858,PROD-0897,SALE-009034,2026-01-28 09:59:11,Moda,1,184.04,0.0,184.04,Efectivo,Lima Centro,1,NO,0.0,Moda Item 897,184.04,157,30,Lima,Aránzazu Porcel-Moles
CUS-009992,PROD-0446,SALE-009035,2026-04-15 19:03:01,Tecnología,2,4297.05,0.0,8594.1,App Fpay,San Isidro,4,SI,0.0,Tecnología Item 446,4297.05,405,25,Trujillo,Domitila Pacheco-Coll
CUS-005571,PROD-0460,SALE-009036,2026-03-24 05:40:42,Hogar,1,538.5,0.15,457.72,Débito,Online,3,NO,15.0,Hogar Item 460,538.5,183,38,Lima,Micaela Palomo
CUS-005634,PROD-0448,SALE-009037,2026-02-22 19:39:09,Calzado,1,488.66,0.0,488.66,Débito,Lima Centro,2,NO,0.0,Calzado Item 448,488.66,355,47,Trujillo,Victor Manuel Pozo-Nogueira
